DATE,SEGMENT,MODELLREIHE,INSGESAMT,CO2-EMISSION IN G/KM,BENZIN,CO2-EMISSION IN G/KM1,KRAFTSTOFFVERBRAUCH IN L/100 KM,DIESEL,CO2-EMISSION IN G/KM2,KRAFTSTOFFVERBRAUCH IN L/100 KM1,ERDGAS (CNG) (EINSCHL. BIVALENT),FLUSSIGGAS (LPG) (EINSCHL. BIVALENT),HYBRID,DAR. PLUG-IN,ELEKTRO (BEV)
202303,SUVS,HYUNDAI BAYON,125.0,121.3,47,124.1,5.4,,,,,,78,,
202303,SUVS,HYUNDAI GV60,8.0,,,,,,,,,,,,8
202303,SUVS,HYUNDAI GV70,39.0,128.1,16,223.8,9.6,8,200.8,7.6,,,,,15
202303,SUVS,HYUNDAI GV80,10.0,240.5,2,246,10.6,8,239.125,9,,,,,
202303,SUVS,HYUNDAI IONIQ5,697.0,,,,,,,,,,,,697
202303,SUVS,HYUNDAI KONA,2431.0,73.4,617,165.7,7.1,,,,,,620,,1194
202303,SUVS,HYUNDAI NEXO,6.0,,,,,,,,,,,,
202303,SUVS,HYUNDAI TUCSON,1777.0,129.1,11,160.7,6.9,,,,,,1766,376,
202303,SUVS,JAGUAR I-PACE,37.0,,,,,,,,,,,,37
202303,SUVS,KIA EV6,626.0,,,,,,,,,,,,626
202303,SUVS,KIA NIRO,294.0,4.2,,,,,,,,,15,4,279
202303,SUVS,KIA SPORTAGE,1520.0,128.2,310,152,6.6,,,,,,1210,273,
202303,SUVS,KIA STONIC,392.0,128.2,239,128.5,5.5,,,,,,153,,
202303,SUVS,LADA NIVA,8.0,244,8,244,10.5,,,,,,,,
202303,SUVS,LEXUS NX,89.0,98.3,,,,,,,,,89,28,
202303,SUVS,LEXUS RX,85.0,98.8,,,,,,,,,85,40,
202303,SUVS,LEXUS UX,39.0,125.4,,,,,,,,,39,,
202303,SUVS,LYNK & CO 01,429.0,25.1,,,,,,,,,429,429,
202303,SUVS,MASERATI GRECALE,78.0,215.7,16,254,10.9,,,,,,62,,
202303,SUVS,MASERATI LEVANTE,22.0,267,12,299.8,12.9,,,,,,10,,
202303,SUVS,MAZDA CX-5,1480.0,167.1,882,168.8,7.3,421,165.1,6.2,,,177,,
202303,SUVS,MAZDA CX-30,757.0,138.8,,,,,,,,,757,,
202303,SUVS,MAZDA CX-60,709.0,72.5,,,,1,,,,,708,440,
202303,SUVS,MAZDA MX-30,221.0,,,,,,,,,,,,221
202303,SUVS,MERCEDES GLA,2326.0,71.3,671,165.8,7.1,346,146,5.5,,,234,232,1075
202303,SUVS,MERCEDES GLB,1908.0,88.8,510,175.6,7.6,560,150.7,5.7,,,,,838
202303,SUVS,"MERCEDES GLK, GLC",3855.0,113,111,266.1,11.5,240,178.7,6.7,,,3153,870,351
202303,SUVS,MG ROEWE MARVEL,51.0,,,,,,,,,,,,51
202303,SUVS,MG ROEWE RX6,91.0,168.5,90,169.9,7.3,,,,,,1,1,
202303,SUVS,MG ROEWE ZS,252.0,85.5,144,149.6,6.4,,,,,,,,108
202303,SUVS,MITSUBISHI ASX,324.0,117.9,,,,,,,,,324,,
202303,SUVS,MITSUBISHI ECLIPSE CROSS,164.0,47.9,,,,,,,,,164,164,
202303,SUVS,NIO EL7,48.0,,,,,,,,,,,,48
202303,SUVS,NISSAN ARIYA,53.0,,,,,,,,,,,,53
202303,SUVS,NISSAN QASHQAI,2987.0,133.4,,,,,,,,,2987,,
202303,SUVS,OPEL CROSSLAND X,1338.0,137.3,1307,137.5,5.9,31,125.6,4.7,,,,,
202303,SUVS,OPEL GRANDLAND X,1289.0,118.3,816,144.2,6.2,176,143.1,5.4,,,297,297,
202303,SUVS,OPEL MOKKA,2516.0,109.7,2079,128.8,5.6,71,118,4.5,,,,,366
202303,SUVS,PEUGEOT 2008,739.0,74.6,377,130.6,5.6,47,133.2,5,,,,,315
202303,SUVS,RENAULT ARKANA,630.0,128,,,,,,,,,630,,
202303,SUVS,RENAULT AUSTRAL,437.0,130.5,,,,,,,,,437,,
202303,SUVS,RENAULT CAPTUR,992.0,120.3,327,133.6,5.8,,,,,,665,128,
202303,SUVS,RENAULT KOLEOS,184.0,167.9,69,152.8,6.6,115,177,6.7,,,,,
202303,SUVS,ROLLS ROYCE CULLINAN,12.0,375.3,12,375.3,16.2,,,,,,,,
202303,SUVS,SEAT ARONA,1355.0,128.5,1332,128.9,5.6,,,,23,,,,
202303,SUVS,SEAT ATECA,1986.0,160.1,1603,165.7,7.1,383,136.7,5.2,,,,,
202303,SUVS,SEAT FORMENTOR,2869.0,136.9,1887,171.4,7.4,320,152.4,5.8,,,662,662,
202303,SUVS,SEAT TARRACO,608.0,139.9,291,169.1,7.3,215,148.7,5.6,,,102,102,
202303,SUVS,SKODA ENYAQ,1207.0,,,,,,,,,,,,1207
202303,SUVS,SKODA KAMIQ,1658.0,129.6,1652,129.7,5.6,,,,6,,,,
202303,SUVS,SKODA KAROQ,2021.0,143,1435,143.1,6.2,586,142.6,5.4,,,,,
202303,SUVS,SMART 1,313.0,,,,,,,,,,,,313
202303,SUVS,SSANGYONG KORANDO,33.0,175.2,26,184.3,7.9,6,164.5,6.2,,,,,1
202303,SUVS,SSANGYONG TIVOLI,62.0,172.5,62,172.5,7.4,,,,,,,,
202303,SUVS,SUBARU SOLTERRA,13.0,,,,,,,,,,,,13
202303,SUVS,SUBARU XV,171.0,180,100,180,7.8,,,,,,71,,
202303,SUVS,SUZUKI ACROSS,3.0,106.7,,,,,,,,,3,3,
202303,SUVS,SUZUKI SX4,887.0,126,,,,,,,,,887,,
202303,SUVS,SUZUKI VITARA,1489.0,126.6,,,,,,,,,1489,,
202303,SUVS,TESLA MODEL X,129.0,,,,,,,,,,,,129
202303,SUVS,TESLA MODEL Y,5701.0,,,,,,,,,,,,5701
202303,SUVS,TOYOTA BZ4,214.0,,,,,,,,,,,,214
202303,SUVS,TOYOTA C-HR,1080.0,112.6,,,,,,,,,1080,,
202303,SUVS,TOYOTA RAV 4,227.0,120.7,2,160,6.9,,,,,,225,19,
202303,SUVS,VOLVO C40,204.0,,,,,,,,,,,,204
202303,SUVS,"VW ID.4, ID.5",3212.0,,,,,,,,,,,,3212
202303,SUVS,VW T-CROSS,2987.0,139.4,2987,139.4,6,,,,,,,,
202303,SUVS,VW T-ROC,7524.0,144.1,6568,145.7,6.3,956,132.8,5,,,,,
202303,SUVS,VW TAIGO,2302.0,132.8,2302,132.8,5.7,,,,,,,,
202303,SUVS,SONSTIGE,4.0,45.3,,,,1,136,5.1,,,1,,2
202303,GELÄNDEWAGEN,ASTON MARTIN DBX,27.0,323,27,323,13.9,,,,,,,,
202303,GELÄNDEWAGEN,AUDI Q3,3236.0,148.8,1618,167.2,7.2,1346,144.6,5.5,,,272,229,
202303,GELÄNDEWAGEN,AUDI Q5,2911.0,154.8,,,,,,,,,2911,705,
202303,GELÄNDEWAGEN,AUDI Q7,509.0,218.7,50,283.2,12.2,,,,,,459,29,
202303,GELÄNDEWAGEN,AUDI Q8,1705.0,95.4,69,287.2,12.4,4,227,8.6,,,657,71,975
202303,GELÄNDEWAGEN,BENTLEY BENTAYGA,30.0,294,30,294,12.7,,,,,,,,
202303,GELÄNDEWAGEN,BMW X3,1755.0,137.4,65,248.5,10.7,1,,,,,1399,85,290
202303,GELÄNDEWAGEN,BMW X4,370.0,183.8,47,245.5,10.6,,,,,,323,,
202303,GELÄNDEWAGEN,BMW X5,1260.0,161.6,118,283.2,12.2,29,195.2,7.4,,,1102,281,
202303,GELÄNDEWAGEN,BMW X6,233.0,210.4,59,283.8,12.2,,,,,,174,,
202303,GELÄNDEWAGEN,BMW X7,187.0,232.4,1,,,1,,,,,185,,
202303,GELÄNDEWAGEN,CADILLAC ESCALADE,6.0,302,6,302,13,,,,,,,,
202303,GELÄNDEWAGEN,HYUNDAI SANTA FE,241.0,158.5,,,,157,174.6,6.6,,,84,21,
202303,GELÄNDEWAGEN,JAGUAR E-PACE,85.0,141.5,,,,,,,,,85,27,
202303,GELÄNDEWAGEN,JAGUAR F-PACE,92.0,187,18,237.7,10.2,,,,,,74,5,
202303,GELÄNDEWAGEN,JEEP COMPASS,564.0,118.6,4,156.75,6.8,3,138.3,5.2,,,557,91,
202303,GELÄNDEWAGEN,JEEP RENEGADE,367.0,122.9,17,147.2,6.3,13,140.4,5.3,,,337,54,
202303,GELÄNDEWAGEN,JEEP WRANGLER,101.0,97.1,6,322,13.9,1,,,,,94,94,
202303,GELÄNDEWAGEN,KIA SORENTO,196.0,153.1,,,,139,171.4,6.5,,,57,23,
202303,GELÄNDEWAGEN,LAMBORGHINI URUS,64.0,323.9,64,323.9,14,,,,,,,,
202303,GELÄNDEWAGEN,LAND ROVER DEFENDER,496.0,256.5,141,333.3,14.4,1,239,9,,,354,30,
202303,GELÄNDEWAGEN,LAND ROVER DISCOVERY,66.0,223.3,,,,,,,,,66,,
202303,GELÄNDEWAGEN,LAND ROVER DISCOVERY SPORT,181.0,148,,,,1,166,6.3,,,180,49,
202303,GELÄNDEWAGEN,LAND ROVER RANGE ROVER,98.0,168.8,34,266.4,11.5,2,232.5,8.8,,,62,34,
202303,GELÄNDEWAGEN,LAND ROVER RANGE ROVER EVOQUE,351.0,109.1,,,,,,,,,351,180,
202303,GELÄNDEWAGEN,LAND ROVER RANGE ROVER SPORT,130.0,171.2,8,269.9,11.6,,,,,,122,27,
202303,GELÄNDEWAGEN,LAND ROVER RANGE ROVER VELAR,266.0,171.2,79,224.1,9.7,,,,,,187,58,
202303,GELÄNDEWAGEN,MERCEDES G-KLASSE,658.0,331.8,411,356.4,15.4,247,290.2,11,,,,,
202303,GELÄNDEWAGEN,"MERCEDES GL-KLASSE, GLS",223.0,273.4,,,,63,231.3,8.7,,,160,,
202303,GELÄNDEWAGEN,"MERCEDES ML-KLASSE, GLE",827.0,168.6,,,,291,216.1,8.2,,,536,226,
202303,GELÄNDEWAGEN,NISSAN X-TRAIL,353.0,147.1,,,,,,,,,353,,
202303,GELÄNDEWAGEN,PORSCHE CAYENNE,870.0,259.7,501,291.5,12.6,,,,,,369,369,
202303,GELÄNDEWAGEN,PORSCHE MACAN,668.0,243.1,668,243.1,10.5,,,,,,,,
202303,GELÄNDEWAGEN,SKODA KODIAQ,2259.0,167.7,682,181.3,7.8,1576,161.9,6.1,,1,,,
202303,GELÄNDEWAGEN,SSANGYONG REXTON,52.0,216.6,,,,52,216.6,8.2,,,,,
202303,GELÄNDEWAGEN,SUBARU FORESTER,184.0,184.8,,,,,,,,,184,,
202303,GELÄNDEWAGEN,TOYOTA LANDCRUISER,132.0,249.7,2,,,130,249.7,9.4,,,,,
202303,GELÄNDEWAGEN,VOLVO XC40,1323.0,58.4,142,162.4,7,,,,,,392,57,789
202303,GELÄNDEWAGEN,VOLVO XC60,1340.0,118.9,,,,,,,,,1340,457,
202303,GELÄNDEWAGEN,VOLVO XC90,821.0,115.6,,,,,,,,,821,393,
202303,GELÄNDEWAGEN,VW TIGUAN,6010.0,154.3,3438,165.6,7.1,2187,157.6,5.9,,,385,385,
202303,GELÄNDEWAGEN,VW TOUAREG,659.0,203.4,51,261.4,11.3,528,220.7,8.3,,,80,80,
202303,SPORTWAGEN,ALPINE A110,17.0,156.1,17,156.1,6.7,,,,,,,,
202303,SPORTWAGEN,ASTON MARTIN DB11,6.0,255.5,6,255.5,11,,,,,,,,
202303,SPORTWAGEN,ASTON MARTIN V8,18.0,283.7,18,283.7,12.2,,,,,,,,
202303,SPORTWAGEN,AUDI R8,20.0,307.6,20,307.6,13.3,,,,,,,,
202303,SPORTWAGEN,AUDI TT,263.0,186.2,263,186.2,8,,,,,,,,
202303,SPORTWAGEN,BMW Z4,536.0,173.6,536,173.6,7.5,,,,,,,,
202303,SPORTWAGEN,FERRARI 296,42.0,162.2,1,244,10.5,,,,,,41,41,
202303,SPORTWAGEN,FERRARI F8,45.0,301.9,45,301.9,13,,,,,,,,
202303,SPORTWAGEN,FERRARI PORTOFINO,27.0,259,27,259,11.2,,,,,,,,
202303,SPORTWAGEN,FERRARI ROMA,28.0,260.4,28,260.4,11.2,,,,,,,,
202303,SPORTWAGEN,FERRARI SF90,35.0,172.8,1,280,12.1,,,,,,34,34,
202303,SPORTWAGEN,FORD MUSTANG,110.0,270,110,270,11.6,,,,,,,,
202303,SPORTWAGEN,JAGUAR F-TYPE,101.0,237.9,101,237.9,10.3,,,,,,,,
202303,SPORTWAGEN,LEXUS LC,23.0,275,23,275,11.9,,,,,,,,
202303,SPORTWAGEN,LOTUS EMIRA,25.0,258,25,258,11.1,,,,,,,,
202303,SPORTWAGEN,MASERATI GRANTURISMO,9.0,230,9,230,9.9,,,,,,,,
202303,SPORTWAGEN,MERCEDES AMG GT,175.0,216.6,33,302.4,13,,,,,,142,77,
202303,SPORTWAGEN,MERCEDES E-KLASSE COUPE,294.0,190.9,,,,63,173.9,6.6,,,231,,
202303,SPORTWAGEN,MERCEDES SL,373.0,265.8,248,294.1,12.7,,,,,,125,1,
202303,SPORTWAGEN,PORSCHE 911,1190.0,261.8,1186,261.8,11.3,,,,,,4,,
202303,SPORTWAGEN,PORSCHE BOXSTER,199.0,228.4,199,228.4,9.8,,,,,,,,
202303,SPORTWAGEN,PORSCHE CAYMAN,135.0,265.7,135,265.7,11.5,,,,,,,,
202303,SPORTWAGEN,TOYOTA GR 86,23.0,199.3,23,199.3,8.6,,,,,,,,
202303,SPORTWAGEN,TOYOTA SUPRA,55.0,180.4,55,180.4,7.8,,,,,,,,
202303,MINI-VANS,DACIA LODGY,6.0,130.5,,,,6,130.5,4.9,,,,,
202303,MINI-VANS,KIA SOUL,44.0,,,,,,,,,,,,44
202303,MINI-VANS,MERCEDES B-KLASSE,1305.0,121.6,8,146.3,6.3,268,136.3,5.1,,,1029,198,
202303,MINI-VANS,PEUGEOT 3008,710.0,114.2,310,145.2,6.3,213,138.8,5.2,,,187,187,
202303,MINI-VANS,RENAULT SCENIC,174.0,151.5,174,151.5,6.5,,,,,,,,
202303,GROSSRAUM-VANS,DACIA JOGGER,1205.0,123.9,696,128.7,5.5,,,,,426,83,,
202303,GROSSRAUM-VANS,FORD GALAXY,153.0,149.1,,,,5,171.2,6.5,,,148,,
202303,GROSSRAUM-VANS,FORD S-MAX,355.0,149.1,,,,41,167.1,6.3,,,314,,
202303,GROSSRAUM-VANS,MERCEDES V-KLASSE,1520.0,189.9,3,,,1381,208.9,7.9,,,,,136
202303,GROSSRAUM-VANS,PEUGEOT 5008,471.0,151.9,232,152.5,6.6,239,151.3,5.7,,,,,
202303,GROSSRAUM-VANS,RENAULT ESPACE,30.0,167.4,,,,30,167.4,6.3,,,,,
202303,GROSSRAUM-VANS,SEAT ALHAMBRA,48.0,195.2,48,195.2,8.4,,,,,,,,
202303,GROSSRAUM-VANS,VW SHARAN,14.0,196.3,14,196.3,8.5,,,,,,,,
202303,GROSSRAUM-VANS,VW TOURAN,1326.0,149.3,747,153.1,6.6,579,144.4,5.4,,,,,
202303,GROSSRAUM-VANS,SONSTIGE,2.0,,,,,,,,,,,,2
202303,UTILITIES,CITROEN BERLINGO,1191.0,131,666,152.3,6.6,396,139,5.2,,,,,129
202303,UTILITIES,CITROEN JUMPER,25.0,254.84,,,,25,254.84,9.6,,,,,
202303,UTILITIES,CITROEN JUMPY,62.0,133.7,,,,44,189.6,7.2,,,,,18
202303,UTILITIES,FIAT DOBLO,18.0,18.3,,,,2,165,6.2,,,,,16
202303,UTILITIES,FIAT DUCATO,44.0,276.5,,,,44,276.5,10.4,,,,,
202303,UTILITIES,FORD TRANSIT CONNECT,232.0,142,78,150,6.5,154,137.9,5.2,,,,,
202303,UTILITIES,FORD TRANSIT COURIER,2.0,134.5,,,,2,134.5,5.1,,,,,
202303,UTILITIES,"FORD TRANSIT, TOURNEO",1101.0,214.9,,,,947,217.2,8.2,,,154,,
202303,UTILITIES,HYUNDAI STARIA,257.0,228.1,,,,257,228.1,8.6,,,,,
202303,UTILITIES,MAN TGE,37.0,255.8,,,,37,255.8,9.7,,,,,
202303,UTILITIES,MERCEDES CITAN,660.0,152.4,359,157.6,6.8,299,147.2,5.6,,,,,2
202303,UTILITIES,MERCEDES SPRINTER,276.0,245.1,,,,276,245.1,9.2,,,,,
202303,UTILITIES,MERCEDES VITO,696.0,183.5,2,,,652,195.7,7.4,,,,,42
202303,UTILITIES,NISSAN PRIMASTAR,51.0,188,,,,51,188,7.1,,,,,
202303,UTILITIES,NISSAN TOWNSTAR,257.0,153.2,257,153.2,6.6,,,,,,,,
202303,UTILITIES,OPEL COMBO,530.0,135.5,306,153.6,6.6,180,138.2,5.2,,,,,44
202303,UTILITIES,OPEL ZAFIRA LIFE,217.0,167.6,,,,200,182.1,6.9,,,,,17
202303,UTILITIES,PEUGEOT BOXER,10.0,260.6,,,,10,260.6,9.8,,,,,
202303,UTILITIES,PEUGEOT EXPERT,56.0,159.4,,,,48,187.7,7.1,,,,,8
202303,UTILITIES,PEUGEOT RIFTER,470.0,127.7,207,159,6.9,194,140.3,5.3,,,,,69
202303,UTILITIES,RENAULT KANGOO,504.0,154.5,414,156.3,6.7,90,146.8,5.5,,,,,
202303,UTILITIES,RENAULT TRAFIC,187.0,191.3,,,,187,191.3,7.2,,,,,
202303,UTILITIES,TOYOTA PROACE,530.0,161.5,220,148.4,6.4,300,175.9,6.6,,,,,10
202303,UTILITIES,VW CADDY,1641.0,140.5,588,150.5,6.5,1047,135,5.1,1,,5,5,
202303,UTILITIES,VW CRAFTER,84.0,238.5,,,,83,242.4,9.1,,,,,1
202303,UTILITIES,VW ID. BUZZ,350.0,,,,,,,,,,,,350
202303,UTILITIES,VW TRANSPORTER,2135.0,179.6,315,194.6,8.4,1611,194.4,7.3,,,209,209,
202303,UTILITIES,SONSTIGE,7.0,190,,,,7,190,7.2,,,,,
202303,WOHNMOBILE,CITROEN JUMPER,1325.0,282.1,5,300,12.9,1319,282,10.6,,1,,,
202303,WOHNMOBILE,CITROEN JUMPY,56.0,178.6,,,,54,185.9,7,,,,,2
202303,WOHNMOBILE,FIAT DUCATO,2747.0,279.3,10,275.5,11.875,2736,279.3,10.5,,,,,
202303,WOHNMOBILE,"FORD TRANSIT, TOURNEO",1020.0,259.5,11,321.3,13.9,1008,259.2,9.8,,,,,
202303,WOHNMOBILE,IVECO DAILY,78.0,,2,,,76,,,,,,,
202303,WOHNMOBILE,IVECO EUROCARGO,5.0,,,,,5,,,,,,,
202303,WOHNMOBILE,MAN TGE,296.0,318.3,,,,296,318.3,12,,,,,
202303,WOHNMOBILE,MERCEDES SPRINTER,676.0,320.25,,,,676,320.25,12.1,,,,,
202303,WOHNMOBILE,MERCEDES V-KLASSE,137.0,221.1,,,,137,221.1,8.3,,,,,
202303,WOHNMOBILE,MERCEDES VITO,29.0,203.5,,,,29,203.5,7.7,,,,,
202303,WOHNMOBILE,OPEL ZAFIRA LIFE,30.0,195.6,,,,30,195.6,7.4,,,,,
202303,WOHNMOBILE,PEUGEOT BOXER,371.0,277.3,2,255,11,369,277.5,10.5,,,,,
202303,WOHNMOBILE,PEUGEOT EXPERT,10.0,188.6,,,,10,188.6,7.1,,,,,
202303,WOHNMOBILE,RENAULT MASTER,5.0,,,,,5,,,,,,,
202303,WOHNMOBILE,RENAULT TRAFIC,22.0,231.3,1,246,10.6,21,229.8,8.7,,,,,
202303,WOHNMOBILE,VW CADDY,61.0,140.4,11,155.1,6.7,50,137.2,5.2,,,,,
202303,WOHNMOBILE,VW CRAFTER,573.0,302.8,,,,573,302.8,11.4,,,,,
202303,WOHNMOBILE,VW TRANSPORTER,1307.0,212.8,1,298,12.8,1304,212.7,8,,,2,2,
202303,WOHNMOBILE,SONSTIGE,238.0,300.4,3,,,235,300.4,11.3,,,,,
202303,SONSTIGE,SONSTIGE,1850.0,137,989,266.9,11.5,108,210.9,8,,15,313,128,423
202304,MINIS,DACIA SPRING,611.0,,,,,,,,,,,,611
202304,MINIS,FIAT 500,2475.0,67.5,164,147.9,6.4,,,,,,1330,,981
202304,MINIS,FIAT PANDA,455.0,112.6,19,156,6.7,,,,,,436,,
202304,MINIS,HYUNDAI I 10,1058.0,120.7,1058,120.7,5.2,,,,,,,,
202304,MINIS,KIA PICANTO,631.0,116.3,631,116.3,5,,,,,,,,
202304,MINIS,RENAULT TWINGO,401.0,34.3,117,117.4,5.1,,,,,,,,284
202304,MINIS,SMART FORTWO,1249.0,,1,,,,,,,,,,1248
202304,MINIS,TOYOTA AYGO,897.0,110.2,897,110.2,4.7,,,,,,,,
202304,MINIS,VW UP,1448.0,92,1137,116.3,5,,,,14,,,,297
202304,KLEINWAGEN,AUDI A1,866.0,135.4,866,135.4,5.8,,,,,,,,
202304,KLEINWAGEN,CITROEN C3,339.0,129.7,322,130.1,5.6,17,122.1,4.6,,,,,
202304,KLEINWAGEN,DS DS3,26.0,57.8,10,137,5.9,1,133,5,,,,,15
202304,KLEINWAGEN,FORD FIESTA,723.0,125.4,523,128,5.5,,,,,,200,,
202304,KLEINWAGEN,FORD PUMA,1113.0,131,89,150.7,6.5,4,118.5,4.5,,,1020,,
202304,KLEINWAGEN,HONDA E,12.0,,,,,,,,,,,,12
202304,KLEINWAGEN,HONDA JAZZ,115.0,105.8,,,,,,,,,115,,
202304,KLEINWAGEN,HYUNDAI I 20,721.0,121.9,536,123.5,5.3,,,,,,185,,
202304,KLEINWAGEN,KIA RIO,511.0,124,437,123.8,5.3,,,,,,74,,
202304,KLEINWAGEN,MAZDA 2,490.0,105,254,117.3,5.1,,,,,,236,,
202304,KLEINWAGEN,MINI MINI,3645.0,104.4,2641,141.4,6.1,43,138.7,5.2,,,41,41,920
202304,KLEINWAGEN,"MITSUBISHI MIRAGE, SPACE STAR",864.0,117.4,864,117.4,5.1,,,,,,,,
202304,KLEINWAGEN,NISSAN JUKE,423.0,129.5,306,136,5.9,,,,,,117,,
202304,KLEINWAGEN,NISSAN MICRA,10.0,131.2,10,131.2,5.7,,,,,,,,
202304,KLEINWAGEN,OPEL CORSA,5243.0,105.5,4524,119.4,5.1,121,110.7,4.2,,,,,598
202304,KLEINWAGEN,PEUGEOT 208,774.0,54.7,342,118.2,5.1,21,109.5,4.1,,,,,411
202304,KLEINWAGEN,RENAULT CLIO,830.0,121.7,750,123.9,5.3,23,110.3,4.2,,,57,,
202304,KLEINWAGEN,RENAULT ZOE,327.0,,,,,,,,,,,,327
202304,KLEINWAGEN,SEAT IBIZA,1216.0,123.5,1184,124,5.3,,,,32,,,,
202304,KLEINWAGEN,SKODA FABIA,1322.0,118.6,1322,118.6,5.1,,,,,,,,
202304,KLEINWAGEN,SMART FORFOUR,7.0,,,,,,,,,,,,7
202304,KLEINWAGEN,SUZUKI IGNIS,214.0,118,,,,,,,,,214,,
202304,KLEINWAGEN,SUZUKI SWIFT,313.0,113.8,,,,,,,,,313,,
202304,KLEINWAGEN,TOYOTA YARIS,2051.0,103.3,243,132.8,5.7,,,,,,1808,,
202304,KLEINWAGEN,VW POLO,2246.0,130.5,2219,130.9,5.6,,,,27,,,,
202304,KOMPAKTKLASSE,AUDI A3,2367.0,139.1,731,176.4,7.6,832,128.3,4.8,9,,795,97,
202304,KOMPAKTKLASSE,BMW 1ER,1618.0,138.1,1281,140,6,337,130.5,4.9,,,,,
202304,KOMPAKTKLASSE,BMW 2ER,1761.0,134.2,885,147.4,6.4,360,128.6,4.9,,,516,88,
202304,KOMPAKTKLASSE,CITROEN C4,288.0,23.8,46,126.8,5.5,8,126.5,4.8,,,,,234
202304,KOMPAKTKLASSE,DACIA SANDERO,1665.0,124.8,1323,127.6,5.5,,,,,342,,,
202304,KOMPAKTKLASSE,DS DS4,35.0,121.2,22,142.1,6.1,6,138.5,5.2,,,7,7,
202304,KOMPAKTKLASSE,FIAT TIPO,33.0,122.2,12,128.2,5.5,3,119,4.5,,,18,,
202304,KOMPAKTKLASSE,FORD FOCUS,1884.0,132.3,246,156.8,6.8,712,132.1,5,,,926,,
202304,KOMPAKTKLASSE,GWM FUNKY CAT,101.0,,,,,,,,,,,,101
202304,KOMPAKTKLASSE,HONDA CIVIC,48.0,130.2,10,195.3,8.4,,,,,,38,,
202304,KOMPAKTKLASSE,HYUNDAI I 30,1062.0,140.4,351,159.4,6.9,,,,,,711,,
202304,KOMPAKTKLASSE,KIA CEED,1893.0,128.1,1525,143,6.2,,,,,,368,228,
202304,KOMPAKTKLASSE,MAZDA 3,262.0,130.3,,,,,,,,,262,,
202304,KOMPAKTKLASSE,MAZDA MX-5,141.0,153.2,141,153.2,6.6,,,,,,,,
202304,KOMPAKTKLASSE,MERCEDES A-KLASSE,1845.0,120.6,89,174.8,7.5,315,133,5,,,1441,340,
202304,KOMPAKTKLASSE,MG ROEWE 4,827.0,,,,,,,,,,,,827
202304,KOMPAKTKLASSE,NISSAN LEAF,132.0,,,,,,,,,,,,132
202304,KOMPAKTKLASSE,OPEL ASTRA,1302.0,107.6,951,126.6,5.5,110,127.8,4.8,,,229,229,12
202304,KOMPAKTKLASSE,PEUGEOT 308,419.0,120.3,223,130.5,5.6,157,129,4.9,,,39,39,
202304,KOMPAKTKLASSE,RENAULT MEGANE,407.0,48,77,137,5.9,70,123.8,4.7,,,8,8,252
202304,KOMPAKTKLASSE,SEAT BORN,934.0,,,,,,,,,,,,934
202304,KOMPAKTKLASSE,SEAT LEON,1655.0,124.9,754,159.5,6.9,232,120.1,4.5,4,,665,296,
202304,KOMPAKTKLASSE,SKODA OCTAVIA,3113.0,123.1,365,148.4,6.4,2432,124.5,4.7,11,,305,129,
202304,KOMPAKTKLASSE,SKODA SCALA,445.0,126.2,445,126.2,5.4,,,,,,,,
202304,KOMPAKTKLASSE,SUBARU IMPREZA,8.0,179.8,7,180.6,7.8,,,,,,1,,
202304,KOMPAKTKLASSE,SUZUKI SWACE,50.0,102.5,,,,,,,,,50,,
202304,KOMPAKTKLASSE,TOYOTA COROLLA,591.0,109.1,9,114,4.9,,,,,,582,,
202304,KOMPAKTKLASSE,TOYOTA PRIUS,1.0,29,,,,,,,,,1,1,
202304,KOMPAKTKLASSE,VW GOLF,4395.0,135.5,2206,147.7,6.4,1132,122.2,4.6,5,,1052,23,
202304,KOMPAKTKLASSE,VW ID.3,2050.0,,,,,,,,,,,,2050
202304,MITTELKLASSE,ALFA ROMEO GIULIA,226.0,183.8,220,185,8,6,143.8,5.4,,,,,
202304,MITTELKLASSE,AUDI A4,2801.0,152.5,80,225.1,9.7,1,,,3,,2717,,
202304,MITTELKLASSE,AUDI A5,846.0,166.1,96,215.2,9.3,,,,3,,747,,
202304,MITTELKLASSE,BMW 3ER,2395.0,137.4,719,173.9,7.5,,,,,,1676,340,
202304,MITTELKLASSE,BMW 4ER,2178.0,123.6,708,173.3,7.5,,,,,,896,,574
202304,MITTELKLASSE,CITROEN C5,319.0,128.9,207,147.6,6.4,52,139.2,5.3,,,60,60,
202304,MITTELKLASSE,FORD MONDEO,6.0,140.6,,,,4,146.7,5.5,,,2,,
202304,MITTELKLASSE,HYUNDAI G70,17.0,195.1,8,204.5,8.8,9,188,7.1,,,,,
202304,MITTELKLASSE,HYUNDAI IONIQ6,319.0,,,,,,,,,,,,319
202304,MITTELKLASSE,JAGUAR XE,13.0,157.5,5,187.2,8.1,,,,,,8,,
202304,MITTELKLASSE,KIA STINGER,60.0,247.9,60,247.9,10.7,,,,,,,,
202304,MITTELKLASSE,MAZDA 6,243.0,166.7,243,166.7,7.2,,,,,,,,
202304,MITTELKLASSE,MERCEDES C-KLASSE,4080.0,116.6,316,203.7,8.8,52,148.6,5.6,,,3712,937,
202304,MITTELKLASSE,MERCEDES CLA-KLASSE,1223.0,120.1,655,152,6.6,289,135.5,5.1,,,279,278,
202304,MITTELKLASSE,MG ROEWE 5,68.0,,,,,,,,,,,,68
