Bundesland;Date;Powertrain;Reg
NORDRHEIN-WESTFALEN;01.01.23;Diesel;7999
NORDRHEIN-WESTFALEN;01.01.23;EV;4167
NORDRHEIN-WESTFALEN;01.01.23;CNG;19
NORDRHEIN-WESTFALEN;01.01.23;LPG;256
NORDRHEIN-WESTFALEN;01.01.23;Hybrid;11116
RHEINLAND-PFALZ;01.01.23;Benzin;2656
RHEINLAND-PFALZ;01.01.23;Diesel;1350
RHEINLAND-PFALZ;01.01.23;EV;917
RHEINLAND-PFALZ;01.01.23;CNG;5
RHEINLAND-PFALZ;01.01.23;LPG;88
RHEINLAND-PFALZ;01.01.23;Hybrid;1846
SAARLAND;01.01.23;Benzin;930
SAARLAND;01.01.23;Diesel;304
SAARLAND;01.01.23;EV;186
SAARLAND;01.01.23;CNG;
SAARLAND;01.01.23;LPG;17
SAARLAND;01.01.23;Hybrid;683
SACHSEN;01.01.23;Benzin;2344
SACHSEN;01.01.23;Diesel;1288
SACHSEN;01.01.23;EV;437
SACHSEN;01.01.23;CNG;
SACHSEN;01.01.23;LPG;64
SACHSEN;01.01.23;Hybrid;1538
SACHSEN-ANHALT;01.01.23;Benzin;1075
SACHSEN-ANHALT;01.01.23;Diesel;593
SACHSEN-ANHALT;01.01.23;EV;228
SACHSEN-ANHALT;01.01.23;CNG;5
SACHSEN-ANHALT;01.01.23;LPG;25
SACHSEN-ANHALT;01.01.23;Hybrid;905
SCHLESWIG-HOLSTEIN;01.01.23;Benzin;1574
SCHLESWIG-HOLSTEIN;01.01.23;Diesel;1076
SCHLESWIG-HOLSTEIN;01.01.23;EV;660
SCHLESWIG-HOLSTEIN;01.01.23;CNG;1
SCHLESWIG-HOLSTEIN;01.01.23;LPG;22
SCHLESWIG-HOLSTEIN;01.01.23;Hybrid;1125
THÜRINGEN;01.01.23;Benzin;1522
THÜRINGEN;01.01.23;Diesel;805
THÜRINGEN;01.01.23;EV;252
THÜRINGEN;01.01.23;CNG;5
THÜRINGEN;01.01.23;LPG;36
THÜRINGEN;01.01.23;Hybrid;678
BADEN-WÜRTTEMBERG;01.02.23;Benzin;8898
BADEN-WÜRTTEMBERG;01.02.23;Diesel;6132
BADEN-WÜRTTEMBERG;01.02.23;EV;5575
BADEN-WÜRTTEMBERG;01.02.23;CNG;9
BADEN-WÜRTTEMBERG;01.02.23;LPG;104
BADEN-WÜRTTEMBERG;01.02.23;Hybrid;10264
BAYERN;01.02.23;Benzin;17613
BAYERN;01.02.23;Diesel;7864
BAYERN;01.02.23;EV;6284
BAYERN;01.02.23;CNG;16
BAYERN;01.02.23;LPG;135
BAYERN;01.02.23;Hybrid;12875
BERLIN;01.02.23;Benzin;2114
BERLIN;01.02.23;Diesel;735
BERLIN;01.02.23;EV;790
BERLIN;01.02.23;CNG;1
BERLIN;01.02.23;LPG;34
BERLIN;01.02.23;Hybrid;2326
BRANDENBURG;01.02.23;Benzin;1543
BRANDENBURG;01.02.23;Diesel;792
BRANDENBURG;01.02.23;EV;659
BRANDENBURG;01.02.23;CNG;2
BRANDENBURG;01.02.23;LPG;26
BRANDENBURG;01.02.23;Hybrid;1160
BREMEN;01.02.23;Benzin;376
BREMEN;01.02.23;Diesel;268
BREMEN;01.02.23;EV;205
BREMEN;01.02.23;CNG;1
BREMEN;01.02.23;LPG;9
BREMEN;01.02.23;Hybrid;459
HAMBURG;01.02.23;Benzin;2400
HAMBURG;01.02.23;Diesel;970
HAMBURG;01.02.23;EV;710
HAMBURG;01.02.23;CNG;4
HAMBURG;01.02.23;LPG;10
HAMBURG;01.02.23;Hybrid;2451
HESSEN;01.02.23;Benzin;8492
HESSEN;01.02.23;Diesel;3860
HESSEN;01.02.23;EV;2906
HESSEN;01.02.23;CNG;37
HESSEN;01.02.23;LPG;46
HESSEN;01.02.23;Hybrid;5194
MECKLENBURG-VORPOMMERN;01.02.23;Benzin;725
MECKLENBURG-VORPOMMERN;01.02.23;Diesel;451
MECKLENBURG-VORPOMMERN;01.02.23;EV;257
MECKLENBURG-VORPOMMERN;01.02.23;CNG;1
MECKLENBURG-VORPOMMERN;01.02.23;LPG;9
MECKLENBURG-VORPOMMERN;01.02.23;Hybrid;513
NIEDERSACHSEN;01.02.23;Benzin;8230
NIEDERSACHSEN;01.02.23;Diesel;4289
NIEDERSACHSEN;01.02.23;EV;3529
NIEDERSACHSEN;01.02.23;CNG;12
NIEDERSACHSEN;01.02.23;LPG;75
NIEDERSACHSEN;01.02.23;Hybrid;4531
NORDRHEIN-WESTFALEN;01.02.23;Benzin;14583
NORDRHEIN-WESTFALEN;01.02.23;Diesel;7566
NORDRHEIN-WESTFALEN;01.02.23;EV;6953
NORDRHEIN-WESTFALEN;01.02.23;CNG;10
NORDRHEIN-WESTFALEN;01.02.23;LPG;201
NORDRHEIN-WESTFALEN;01.02.23;Hybrid;11324
RHEINLAND-PFALZ;01.02.23;Benzin;2655
RHEINLAND-PFALZ;01.02.23;Diesel;1400
RHEINLAND-PFALZ;01.02.23;EV;1490
RHEINLAND-PFALZ;01.02.23;CNG;
RHEINLAND-PFALZ;01.02.23;LPG;50
RHEINLAND-PFALZ;01.02.23;Hybrid;2068
SAARLAND;01.02.23;Benzin;724
SAARLAND;01.02.23;Diesel;332
SAARLAND;01.02.23;EV;290
SAARLAND;01.02.23;CNG;
SAARLAND;01.02.23;LPG;38
SAARLAND;01.02.23;Hybrid;622
SACHSEN;01.02.23;Benzin;2524
SACHSEN;01.02.23;Diesel;1295
SACHSEN;01.02.23;EV;809
SACHSEN;01.02.23;CNG;8
SACHSEN;01.02.23;LPG;56
SACHSEN;01.02.23;Hybrid;1809
SACHSEN-ANHALT;01.02.23;Benzin;1257
SACHSEN-ANHALT;01.02.23;Diesel;581
SACHSEN-ANHALT;01.02.23;EV;414
SACHSEN-ANHALT;01.02.23;CNG;6
SACHSEN-ANHALT;01.02.23;LPG;15
SACHSEN-ANHALT;01.02.23;Hybrid;1136
SCHLESWIG-HOLSTEIN;01.02.23;Benzin;1639
SCHLESWIG-HOLSTEIN;01.02.23;Diesel;1127
SCHLESWIG-HOLSTEIN;01.02.23;EV;1179
SCHLESWIG-HOLSTEIN;01.02.23;CNG;1
SCHLESWIG-HOLSTEIN;01.02.23;LPG;18
SCHLESWIG-HOLSTEIN;01.02.23;Hybrid;1342
THÜRINGEN;01.02.23;Benzin;1565
THÜRINGEN;01.02.23;Diesel;726
THÜRINGEN;01.02.23;EV;406
THÜRINGEN;01.02.23;CNG;2
THÜRINGEN;01.02.23;LPG;13
THÜRINGEN;01.02.23;Hybrid;854
BADEN-WÜRTTEMBERG;01.03.23;Benzin;13255
BADEN-WÜRTTEMBERG;01.03.23;Diesel;7173
BADEN-WÜRTTEMBERG;01.03.23;EV;7249
BADEN-WÜRTTEMBERG;01.03.23;CNG;18
BADEN-WÜRTTEMBERG;01.03.23;LPG;122
BADEN-WÜRTTEMBERG;01.03.23;Hybrid;14161
BAYERN;01.03.23;Benzin;22205
BAYERN;01.03.23;Diesel;9997
BAYERN;01.03.23;EV;9169
BAYERN;01.03.23;CNG;13
BAYERN;01.03.23;LPG;218
BAYERN;01.03.23;Hybrid;18605
BERLIN;01.03.23;Benzin;3032
BERLIN;01.03.23;Diesel;844
BERLIN;01.03.23;EV;971
BERLIN;01.03.23;CNG;5
BERLIN;01.03.23;LPG;14
BERLIN;01.03.23;Hybrid;3023
BRANDENBURG;01.03.23;Benzin;1852
BRANDENBURG;01.03.23;Diesel;840
BRANDENBURG;01.03.23;EV;705
BRANDENBURG;01.03.23;CNG;6
BRANDENBURG;01.03.23;LPG;36
BRANDENBURG;01.03.23;Hybrid;1369
BREMEN;01.03.23;Benzin;473
BREMEN;01.03.23;Diesel;326
BREMEN;01.03.23;EV;257
BREMEN;01.03.23;CNG;1
BREMEN;01.03.23;LPG;7
BREMEN;01.03.23;Hybrid;606
HAMBURG;01.03.23;Benzin;2654
HAMBURG;01.03.23;Diesel;1303
HAMBURG;01.03.23;EV;1096
HAMBURG;01.03.23;CNG;17
HAMBURG;01.03.23;LPG;16
HAMBURG;01.03.23;Hybrid;3078
HESSEN;01.03.23;Benzin;12763
HESSEN;01.03.23;Diesel;5642
HESSEN;01.03.23;EV;4275
HESSEN;01.03.23;CNG;38
HESSEN;01.03.23;LPG;72
HESSEN;01.03.23;Hybrid;8253
MECKLENBURG-VORPOMMERN;01.03.23;Benzin;1098
MECKLENBURG-VORPOMMERN;01.03.23;Diesel;576
MECKLENBURG-VORPOMMERN;01.03.23;EV;382
MECKLENBURG-VORPOMMERN;01.03.23;CNG;4
MECKLENBURG-VORPOMMERN;01.03.23;LPG;19
MECKLENBURG-VORPOMMERN;01.03.23;Hybrid;845
NIEDERSACHSEN;01.03.23;Benzin;10770
NIEDERSACHSEN;01.03.23;Diesel;5076
NIEDERSACHSEN;01.03.23;EV;4422
NIEDERSACHSEN;01.03.23;CNG;12
NIEDERSACHSEN;01.03.23;LPG;104
NIEDERSACHSEN;01.03.23;Hybrid;6207
NORDRHEIN-WESTFALEN;01.03.23;Benzin;20546
NORDRHEIN-WESTFALEN;01.03.23;Diesel;9799
NORDRHEIN-WESTFALEN;01.03.23;EV;9738
NORDRHEIN-WESTFALEN;01.03.23;CNG;16
NORDRHEIN-WESTFALEN;01.03.23;LPG;331
NORDRHEIN-WESTFALEN;01.03.23;Hybrid;17262
RHEINLAND-PFALZ;01.03.23;Benzin;3693
RHEINLAND-PFALZ;01.03.23;Diesel;1681
RHEINLAND-PFALZ;01.03.23;EV;2153
RHEINLAND-PFALZ;01.03.23;CNG;2
RHEINLAND-PFALZ;01.03.23;LPG;72
RHEINLAND-PFALZ;01.03.23;Hybrid;2938
SAARLAND;01.03.23;Benzin;1070
SAARLAND;01.03.23;Diesel;400
SAARLAND;01.03.23;EV;431
SAARLAND;01.03.23;CNG;2
SAARLAND;01.03.23;LPG;12
SAARLAND;01.03.23;Hybrid;883
SACHSEN;01.03.23;Benzin;3574
SACHSEN;01.03.23;Diesel;1724
SACHSEN;01.03.23;EV;950
SACHSEN;01.03.23;CNG;1
SACHSEN;01.03.23;LPG;61
SACHSEN;01.03.23;Hybrid;2580
SACHSEN-ANHALT;01.03.23;Benzin;1690
SACHSEN-ANHALT;01.03.23;Diesel;716
SACHSEN-ANHALT;01.03.23;EV;439
SACHSEN-ANHALT;01.03.23;CNG;3
SACHSEN-ANHALT;01.03.23;LPG;17
SACHSEN-ANHALT;01.03.23;Hybrid;1107
SCHLESWIG-HOLSTEIN;01.03.23;Benzin;2436
SCHLESWIG-HOLSTEIN;01.03.23;Diesel;1544
SCHLESWIG-HOLSTEIN;01.03.23;EV;1339
SCHLESWIG-HOLSTEIN;01.03.23;CNG;5
SCHLESWIG-HOLSTEIN;01.03.23;LPG;27
SCHLESWIG-HOLSTEIN;01.03.23;Hybrid;1791
THÜRINGEN;01.03.23;Benzin;2137
THÜRINGEN;01.03.23;Diesel;927
THÜRINGEN;01.03.23;EV;523
THÜRINGEN;01.03.23;CNG;
THÜRINGEN;01.03.23;LPG;33
THÜRINGEN;01.03.23;Hybrid;1249
BADEN-WÜRTTEMBERG;01.04.23;Benzin;9022
BADEN-WÜRTTEMBERG;01.04.23;Diesel;5444
BADEN-WÜRTTEMBERG;01.04.23;EV;4917
BADEN-WÜRTTEMBERG;01.04.23;CNG;12
BADEN-WÜRTTEMBERG;01.04.23;LPG;66
BADEN-WÜRTTEMBERG;01.04.23;Hybrid;9795
BAYERN;01.04.23;Benzin;15904
BAYERN;01.04.23;Diesel;7525
BAYERN;01.04.23;EV;5935
BAYERN;01.04.23;CNG;21
BAYERN;01.04.23;LPG;145
BAYERN;01.04.23;Hybrid;14286
BERLIN;01.04.23;Benzin;2268
BERLIN;01.04.23;Diesel;697
BERLIN;01.04.23;EV;903
BERLIN;01.04.23;CNG;3
BERLIN;01.04.23;LPG;6
BERLIN;01.04.23;Hybrid;2487
BRANDENBURG;01.04.23;Benzin;1315
BRANDENBURG;01.04.23;Diesel;536
BRANDENBURG;01.04.23;EV;529
BRANDENBURG;01.04.23;CNG;4
BRANDENBURG;01.04.23;LPG;26
BRANDENBURG;01.04.23;Hybrid;938
BREMEN;01.04.23;Benzin;398
BREMEN;01.04.23;Diesel;242
BREMEN;01.04.23;EV;191
BREMEN;01.04.23;CNG;1
BREMEN;01.04.23;LPG;5
BREMEN;01.04.23;Hybrid;512
HAMBURG;01.04.23;Benzin;2333
HAMBURG;01.04.23;Diesel;765
HAMBURG;01.04.23;EV;555
HAMBURG;01.04.23;CNG;27
HAMBURG;01.04.23;LPG;6
HAMBURG;01.04.23;Hybrid;2221
HESSEN;01.04.23;Benzin;10492
HESSEN;01.04.23;Diesel;4522
HESSEN;01.04.23;EV;3007
HESSEN;01.04.23;CNG;53
HESSEN;01.04.23;LPG;56
HESSEN;01.04.23;Hybrid;6880
MECKLENBURG-VORPOMMERN;01.04.23;Benzin;877
MECKLENBURG-VORPOMMERN;01.04.23;Diesel;423
MECKLENBURG-VORPOMMERN;01.04.23;EV;242
MECKLENBURG-VORPOMMERN;01.04.23;CNG;
MECKLENBURG-VORPOMMERN;01.04.23;LPG;97
MECKLENBURG-VORPOMMERN;01.04.23;Hybrid;511
NIEDERSACHSEN;01.04.23;Benzin;8382
NIEDERSACHSEN;01.04.23;Diesel;3930
NIEDERSACHSEN;01.04.23;EV;3150
NIEDERSACHSEN;01.04.23;CNG;6
NIEDERSACHSEN;01.04.23;LPG;75
NIEDERSACHSEN;01.04.23;Hybrid;3862
NORDRHEIN-WESTFALEN;01.04.23;Benzin;14928
NORDRHEIN-WESTFALEN;01.04.23;Diesel;7264
NORDRHEIN-WESTFALEN;01.04.23;EV;6228
NORDRHEIN-WESTFALEN;01.04.23;CNG;17
NORDRHEIN-WESTFALEN;01.04.23;LPG;258
NORDRHEIN-WESTFALEN;01.04.23;Hybrid;10714
RHEINLAND-PFALZ;01.04.23;Benzin;2787
RHEINLAND-PFALZ;01.04.23;Diesel;1179
RHEINLAND-PFALZ;01.04.23;EV;1423
RHEINLAND-PFALZ;01.04.23;CNG;1
RHEINLAND-PFALZ;01.04.23;LPG;41
RHEINLAND-PFALZ;01.04.23;Hybrid;2075
SAARLAND;01.04.23;Benzin;779
SAARLAND;01.04.23;Diesel;284
SAARLAND;01.04.23;EV;267
SAARLAND;01.04.23;CNG;
SAARLAND;01.04.23;LPG;18
SAARLAND;01.04.23;Hybrid;636
SACHSEN;01.04.23;Benzin;2701
SACHSEN;01.04.23;Diesel;1133
SACHSEN;01.04.23;EV;660
SACHSEN;01.04.23;CNG;1
SACHSEN;01.04.23;LPG;50
SACHSEN;01.04.23;Hybrid;1707
SACHSEN-ANHALT;01.04.23;Benzin;1130
SACHSEN-ANHALT;01.04.23;Diesel;467
SACHSEN-ANHALT;01.04.23;EV;335
SACHSEN-ANHALT;01.04.23;CNG;3
SACHSEN-ANHALT;01.04.23;LPG;17
SACHSEN-ANHALT;01.04.23;Hybrid;783
SCHLESWIG-HOLSTEIN;01.04.23;Benzin;1692
SCHLESWIG-HOLSTEIN;01.04.23;Diesel;1101
SCHLESWIG-HOLSTEIN;01.04.23;EV;1021
SCHLESWIG-HOLSTEIN;01.04.23;CNG;2
SCHLESWIG-HOLSTEIN;01.04.23;LPG;15
SCHLESWIG-HOLSTEIN;01.04.23;Hybrid;1201
THÜRINGEN;01.04.23;Benzin;1491
THÜRINGEN;01.04.23;Diesel;598
THÜRINGEN;01.04.23;EV;355
THÜRINGEN;01.04.23;CNG;2
THÜRINGEN;01.04.23;LPG;21
THÜRINGEN;01.04.23;Hybrid;813
BADEN-WÜRTTEMBERG;01.05.23;Benzin;10238
BADEN-WÜRTTEMBERG;01.05.23;Diesel;5925
BADEN-WÜRTTEMBERG;01.05.23;EV;6878
BADEN-WÜRTTEMBERG;01.05.23;CNG;4
BADEN-WÜRTTEMBERG;01.05.23;LPG;144
BADEN-WÜRTTEMBERG;01.05.23;Hybrid;11071
BAYERN;01.05.23;Benzin;19470
BAYERN;01.05.23;Diesel;8821
BAYERN;01.05.23;EV;8026
BAYERN;01.05.23;CNG;10
BAYERN;01.05.23;LPG;170
BAYERN;01.05.23;Hybrid;17405
BERLIN;01.05.23;Benzin;2935
BERLIN;01.05.23;Diesel;681
BERLIN;01.05.23;EV;1435
BERLIN;01.05.23;CNG;1
BERLIN;01.05.23;LPG;42
BERLIN;01.05.23;Hybrid;2246
BRANDENBURG;01.05.23;Benzin;1397
BRANDENBURG;01.05.23;Diesel;621
BRANDENBURG;01.05.23;EV;679
BRANDENBURG;01.05.23;CNG;5
BRANDENBURG;01.05.23;LPG;29
BRANDENBURG;01.05.23;Hybrid;1086
BREMEN;01.05.23;Benzin;391
BREMEN;01.05.23;Diesel;293
BREMEN;01.05.23;EV;231
BREMEN;01.05.23;CNG;
BREMEN;01.05.23;LPG;7
BREMEN;01.05.23;Hybrid;449
HAMBURG;01.05.23;Benzin;2969
HAMBURG;01.05.23;Diesel;1558
HAMBURG;01.05.23;EV;1107
HAMBURG;01.05.23;CNG;42
HAMBURG;01.05.23;LPG;15
HAMBURG;01.05.23;Hybrid;2764
HESSEN;01.05.23;Benzin;10572
HESSEN;01.05.23;Diesel;6275
HESSEN;01.05.23;EV;5173
HESSEN;01.05.23;CNG;28
HESSEN;01.05.23;LPG;76
HESSEN;01.05.23;Hybrid;9252
MECKLENBURG-VORPOMMERN;01.05.23;Benzin;828
MECKLENBURG-VORPOMMERN;01.05.23;Diesel;432
MECKLENBURG-VORPOMMERN;01.05.23;EV;305
MECKLENBURG-VORPOMMERN;01.05.23;CNG;
MECKLENBURG-VORPOMMERN;01.05.23;LPG;10
MECKLENBURG-VORPOMMERN;01.05.23;Hybrid;592
NIEDERSACHSEN;01.05.23;Benzin;9902
NIEDERSACHSEN;01.05.23;Diesel;4654
NIEDERSACHSEN;01.05.23;EV;4052
NIEDERSACHSEN;01.05.23;CNG;12
NIEDERSACHSEN;01.05.23;LPG;98
NIEDERSACHSEN;01.05.23;Hybrid;4363
NORDRHEIN-WESTFALEN;01.05.23;Benzin;17053
NORDRHEIN-WESTFALEN;01.05.23;Diesel;8478
NORDRHEIN-WESTFALEN;01.05.23;EV;9411
NORDRHEIN-WESTFALEN;01.05.23;CNG;10
NORDRHEIN-WESTFALEN;01.05.23;LPG;320
NORDRHEIN-WESTFALEN;01.05.23;Hybrid;13906
RHEINLAND-PFALZ;01.05.23;Benzin;3095
RHEINLAND-PFALZ;01.05.23;Diesel;1524
RHEINLAND-PFALZ;01.05.23;EV;1931
RHEINLAND-PFALZ;01.05.23;CNG;2
RHEINLAND-PFALZ;01.05.23;LPG;70
RHEINLAND-PFALZ;01.05.23;Hybrid;2501
SAARLAND;01.05.23;Benzin;859
SAARLAND;01.05.23;Diesel;296
SAARLAND;01.05.23;EV;360
SAARLAND;01.05.23;CNG;1
SAARLAND;01.05.23;LPG;22
SAARLAND;01.05.23;Hybrid;664
SACHSEN;01.05.23;Benzin;2976
SACHSEN;01.05.23;Diesel;1540
SACHSEN;01.05.23;EV;921
SACHSEN;01.05.23;CNG;4
SACHSEN;01.05.23;LPG;84
SACHSEN;01.05.23;Hybrid;1978
SACHSEN-ANHALT;01.05.23;Benzin;1186
SACHSEN-ANHALT;01.05.23;Diesel;644
SACHSEN-ANHALT;01.05.23;EV;446
SACHSEN-ANHALT;01.05.23;CNG;8
SACHSEN-ANHALT;01.05.23;LPG;16
SACHSEN-ANHALT;01.05.23;Hybrid;957
SCHLESWIG-HOLSTEIN;01.05.23;Benzin;2068
SCHLESWIG-HOLSTEIN;01.05.23;Diesel;1067
SCHLESWIG-HOLSTEIN;01.05.23;EV;1297
SCHLESWIG-HOLSTEIN;01.05.23;CNG;3
SCHLESWIG-HOLSTEIN;01.05.23;LPG;38
SCHLESWIG-HOLSTEIN;01.05.23;Hybrid;1355
THÜRINGEN;01.05.23;Benzin;1723
THÜRINGEN;01.05.23;Diesel;687
THÜRINGEN;01.05.23;EV;509
THÜRINGEN;01.05.23;CNG;
THÜRINGEN;01.05.23;LPG;25
THÜRINGEN;01.05.23;Hybrid;1011
BADEN-WÜRTTEMBERG;01.06.23;Benzin;11021
BADEN-WÜRTTEMBERG;01.06.23;Diesel;6039
BADEN-WÜRTTEMBERG;01.06.23;EV;8043
BADEN-WÜRTTEMBERG;01.06.23;CNG;22
BADEN-WÜRTTEMBERG;01.06.23;LPG;221
BADEN-WÜRTTEMBERG;01.06.23;Hybrid;11429
BAYERN;01.06.23;Benzin;21806
BAYERN;01.06.23;Diesel;8737
BAYERN;01.06.23;EV;10018
BAYERN;01.06.23;CNG;25
BAYERN;01.06.23;LPG;207
BAYERN;01.06.23;Hybrid;16933
BERLIN;01.06.23;Benzin;2837
BERLIN;01.06.23;Diesel;628
BERLIN;01.06.23;EV;1753
BERLIN;01.06.23;CNG;2
BERLIN;01.06.23;LPG;307
BERLIN;01.06.23;Hybrid;2555
BRANDENBURG;01.06.23;Benzin;1641
BRANDENBURG;01.06.23;Diesel;762
BRANDENBURG;01.06.23;EV;803
BRANDENBURG;01.06.23;CNG;10
BRANDENBURG;01.06.23;LPG;40
BRANDENBURG;01.06.23;Hybrid;1303
BREMEN;01.06.23;Benzin;488
BREMEN;01.06.23;Diesel;359
BREMEN;01.06.23;EV;242
BREMEN;01.06.23;CNG;
BREMEN;01.06.23;LPG;10
BREMEN;01.06.23;Hybrid;544
HAMBURG;01.06.23;Benzin;4029
HAMBURG;01.06.23;Diesel;2542
HAMBURG;01.06.23;EV;1692
HAMBURG;01.06.23;CNG;
HAMBURG;01.06.23;LPG;27
HAMBURG;01.06.23;Hybrid;3017
HESSEN;01.06.23;Benzin;12476
HESSEN;01.06.23;Diesel;6135
HESSEN;01.06.23;EV;6543
HESSEN;01.06.23;CNG;13
HESSEN;01.06.23;LPG;158
HESSEN;01.06.23;Hybrid;9761
MECKLENBURG-VORPOMMERN;01.06.23;Benzin;1084
MECKLENBURG-VORPOMMERN;01.06.23;Diesel;567
MECKLENBURG-VORPOMMERN;01.06.23;EV;373
MECKLENBURG-VORPOMMERN;01.06.23;CNG;8
MECKLENBURG-VORPOMMERN;01.06.23;LPG;22
MECKLENBURG-VORPOMMERN;01.06.23;Hybrid;871
NIEDERSACHSEN;01.06.23;Benzin;10595
NIEDERSACHSEN;01.06.23;Diesel;5045
NIEDERSACHSEN;01.06.23;EV;5684
NIEDERSACHSEN;01.06.23;CNG;22
NIEDERSACHSEN;01.06.23;LPG;167
NIEDERSACHSEN;01.06.23;Hybrid;5556
NORDRHEIN-WESTFALEN;01.06.23;Benzin;19508
NORDRHEIN-WESTFALEN;01.06.23;Diesel;9640
NORDRHEIN-WESTFALEN;01.06.23;EV;10860
NORDRHEIN-WESTFALEN;01.06.23;CNG;21
NORDRHEIN-WESTFALEN;01.06.23;LPG;545
NORDRHEIN-WESTFALEN;01.06.23;Hybrid;16057
RHEINLAND-PFALZ;01.06.23;Benzin;3509
RHEINLAND-PFALZ;01.06.23;Diesel;1576
RHEINLAND-PFALZ;01.06.23;EV;2318
RHEINLAND-PFALZ;01.06.23;CNG;2
RHEINLAND-PFALZ;01.06.23;LPG;133
RHEINLAND-PFALZ;01.06.23;Hybrid;2600
SAARLAND;01.06.23;Benzin;1007
SAARLAND;01.06.23;Diesel;383
SAARLAND;01.06.23;EV;456
SAARLAND;01.06.23;CNG;2
SAARLAND;01.06.23;LPG;35
SAARLAND;01.06.23;Hybrid;1060
SACHSEN;01.06.23;Benzin;3552
SACHSEN;01.06.23;Diesel;1523
SACHSEN;01.06.23;EV;1363
SACHSEN;01.06.23;CNG;21
SACHSEN;01.06.23;LPG;118
SACHSEN;01.06.23;Hybrid;2506
SACHSEN-ANHALT;01.06.23;Benzin;1681
SACHSEN-ANHALT;01.06.23;Diesel;655
SACHSEN-ANHALT;01.06.23;EV;516
SACHSEN-ANHALT;01.06.23;CNG;5
SACHSEN-ANHALT;01.06.23;LPG;30
SACHSEN-ANHALT;01.06.23;Hybrid;1112
SCHLESWIG-HOLSTEIN;01.06.23;Benzin;2421
SCHLESWIG-HOLSTEIN;01.06.23;Diesel;1345
SCHLESWIG-HOLSTEIN;01.06.23;EV;1604
SCHLESWIG-HOLSTEIN;01.06.23;CNG;1
SCHLESWIG-HOLSTEIN;01.06.23;LPG;51
SCHLESWIG-HOLSTEIN;01.06.23;Hybrid;1708
THÜRINGEN;01.06.23;Benzin;2006
THÜRINGEN;01.06.23;Diesel;874
THÜRINGEN;01.06.23;EV;709
THÜRINGEN;01.06.23;CNG;3
THÜRINGEN;01.06.23;LPG;40
THÜRINGEN;01.06.23;Hybrid;1185
BADEN-WÜRTTEMBERG;01.07.23;Benzin;10117
BADEN-WÜRTTEMBERG;01.07.23;Diesel;5738
BADEN-WÜRTTEMBERG;01.07.23;EV;7765
BADEN-WÜRTTEMBERG;01.07.23;CNG;15
BADEN-WÜRTTEMBERG;01.07.23;LPG;102
BADEN-WÜRTTEMBERG;01.07.23;Hybrid;10687
BAYERN;01.07.23;Benzin;18379
BAYERN;01.07.23;Diesel;8372
BAYERN;01.07.23;EV;9807
BAYERN;01.07.23;CNG;30
BAYERN;01.07.23;LPG;108
BAYERN;01.07.23;Hybrid;14777
BERLIN;01.07.23;Benzin;2632
BERLIN;01.07.23;Diesel;851
BERLIN;01.07.23;EV;1937
BERLIN;01.07.23;CNG;4
BERLIN;01.07.23;LPG;90
BERLIN;01.07.23;Hybrid;2822
BRANDENBURG;01.07.23;Benzin;1381
BRANDENBURG;01.07.23;Diesel;683
BRANDENBURG;01.07.23;EV;743
BRANDENBURG;01.07.23;CNG;9
BRANDENBURG;01.07.23;LPG;29
BRANDENBURG;01.07.23;Hybrid;1137
BREMEN;01.07.23;Benzin;366
BREMEN;01.07.23;Diesel;323
BREMEN;01.07.23;EV;271
BREMEN;01.07.23;CNG;4
BREMEN;01.07.23;LPG;6
BREMEN;01.07.23;Hybrid;512
HAMBURG;01.07.23;Benzin;3793
HAMBURG;01.07.23;Diesel;2109
HAMBURG;01.07.23;EV;1437
HAMBURG;01.07.23;CNG;
HAMBURG;01.07.23;LPG;14
HAMBURG;01.07.23;Hybrid;2557
HESSEN;01.07.23;Benzin;10039
HESSEN;01.07.23;Diesel;5980
HESSEN;01.07.23;EV;5665
HESSEN;01.07.23;CNG;73
HESSEN;01.07.23;LPG;74
HESSEN;01.07.23;Hybrid;7642
MECKLENBURG-VORPOMMERN;01.07.23;Benzin;731
MECKLENBURG-VORPOMMERN;01.07.23;Diesel;468
MECKLENBURG-VORPOMMERN;01.07.23;EV;453
MECKLENBURG-VORPOMMERN;01.07.23;CNG;6
MECKLENBURG-VORPOMMERN;01.07.23;LPG;8
MECKLENBURG-VORPOMMERN;01.07.23;Hybrid;620
NIEDERSACHSEN;01.07.23;Benzin;8505
NIEDERSACHSEN;01.07.23;Diesel;4051
NIEDERSACHSEN;01.07.23;EV;4731
NIEDERSACHSEN;01.07.23;CNG;16
NIEDERSACHSEN;01.07.23;LPG;91
NIEDERSACHSEN;01.07.23;Hybrid;4515
NORDRHEIN-WESTFALEN;01.07.23;Benzin;16173
NORDRHEIN-WESTFALEN;01.07.23;Diesel;8427
NORDRHEIN-WESTFALEN;01.07.23;EV;9736
NORDRHEIN-WESTFALEN;01.07.23;CNG;26
NORDRHEIN-WESTFALEN;01.07.23;LPG;275
NORDRHEIN-WESTFALEN;01.07.23;Hybrid;13805
RHEINLAND-PFALZ;01.07.23;Benzin;3246
RHEINLAND-PFALZ;01.07.23;Diesel;1526
RHEINLAND-PFALZ;01.07.23;EV;2007
RHEINLAND-PFALZ;01.07.23;CNG;8
RHEINLAND-PFALZ;01.07.23;LPG;58
RHEINLAND-PFALZ;01.07.23;Hybrid;2478
SAARLAND;01.07.23;Benzin;859
