DATE,MARKE,ANZAHL,CO2-EMISSION IN G/KM,EURO 6,ELEKTRO (BEV),HYBRID,DARUNTER PLUG-IN
202212,ALFA ROMEO,491,123.2,491,,354,132
202212,AUDI,22198,101.3,17208,4912,12313,4768
202212,BMW,22403,95.5,17862,4506,12603,5758
202212,CITROEN,2663,102.7,1997,663,530,530
202212,DACIA,8163,65.3,4103,4060,,
202212,DS,901,43.4,762,139,635,635
202212,FIAT,10334,47.4,3726,6606,2619,
202212,FORD,14226,80.2,12912,1305,9320,6819
202212,HONDA,635,106.6,518,117,514,1
202212,HYUNDAI,10956,44.1,4581,6367,2480,1430
202212,JAGUAR,273,136.4,218,55,138,37
202212,JEEP,4470,48.8,4463,,4384,4315
202212,KIA,8489,51.4,6453,2035,4634,4076
202212,LAND ROVER,991,157.2,991,,886,355
202212,LEXUS,326,76.2,326,,316,189
202212,LYNK & CO,2990,24.1,2990,,2990,2990
202212,MAZDA,4229,88.2,4138,91,2784,2076
202212,MERCEDES,28741,99.8,24134,4585,13159,8697
202212,MG ROEWE,4518,22.7,2316,2202,2291,2291
202212,MINI,3579,65.4,1972,1607,428,428
202212,MITSUBISHI,5668,55.8,5666,,4882,4882
202212,NISSAN,2903,115,2382,521,1491,
202212,OPEL,17397,54.6,9497,7900,2935,2935
202212,PEUGEOT,6087,38.9,2720,3367,1437,1437
202212,POLESTAR,887,,,887,,
202212,PORSCHE,2724,159.4,1989,726,426,399
202212,RENAULT,14923,71.9,8289,6634,3440,338
202212,SEAT,11987,60.5,8583,3404,4955,4782
202212,SKODA,12400,111.4,11137,1263,1370,1300
202212,SMART,1943,,,1943,,
202212,SONSTIGE,3929,62.4,1044,2330,465,156
202212,SUBARU,255,144.6,199,56,99,
202212,SUZUKI,1730,117.9,1730,,1729,58
202212,TESLA,17501,,,17501,,
202212,TOYOTA,6434,107.7,6118,243,4132,314
202212,VOLVO,5462,60.1,3965,1497,3927,2522
202212,VW,50512,88.7,33620,16803,5494,5151
202211,ALFA ROMEO,371,159.2,371,,208,1
202211,AUDI,22054,117.8,18709,3241,12186,3811
202211,BMW,18983,117.8,17661,1262,11537,4629
202211,CITROEN,2275,146.3,1932,339,212,212
202211,DACIA,6980,92.2,4944,2035,,
202211,DS,594,41.3,480,114,405,405
202211,FIAT,7997,65.8,4003,3989,3007,
202211,FORD,13567,99.7,13173,387,8410,4699
202211,HONDA,564,110,495,69,495,
202211,HYUNDAI,10090,75.4,6802,3275,3693,1535
202211,JAGUAR,242,175.3,236,6,152,35
202211,JEEP,2133,55,2113,,2083,1992
202211,KIA,6887,84.8,6019,867,3128,2219
202211,LAND ROVER,926,189.2,926,,786,140
202211,LEXUS,335,78.1,335,,330,183
202211,LYNK & CO,447,24.6,447,,447,447
202211,MAZDA,3337,86,2951,386,1959,1154
202211,MERCEDES,27591,112.9,24223,3350,11385,7149
202211,MG ROEWE,1637,25.5,582,1055,427,427
202211,MINI,3704,89.9,2589,1112,351,351
202211,MITSUBISHI,2854,69.1,2853,,1919,1919
202211,NISSAN,2532,113.3,2056,476,1321,
202211,OPEL,12799,86.4,9726,3072,1743,1743
202211,PEUGEOT,4141,69.9,2590,1551,788,788
202211,POLESTAR,1669,,,1669,,
202211,PORSCHE,2825,145.2,1939,886,447,417
202211,RENAULT,7340,80.4,4479,2861,1802,158
202211,SEAT,9269,82.8,7180,2089,3023,2813
202211,SKODA,11226,113.6,10104,1121,1288,1245
202211,SMART,1440,,,1440,,
202211,SONSTIGE,2082,172.2,1211,396,396,103
202211,SUBARU,339,166.3,305,34,138,
202211,SUZUKI,2064,118.4,2064,,2063,66
202211,TESLA,10819,,,10819,,
202211,TOYOTA,7188,112.5,6873,273,4465,164
202211,VOLVO,4404,66.1,3246,1158,3209,1882
202211,VW,46807,111.4,38080,8648,4475,3894
202210,ALFA ROMEO,435,170.8,435,,171,
202210,AUDI,17228,124.2,14836,2297,9662,2593
202210,BMW,15032,114,13538,1461,8888,3618
202210,CITROEN,2140,163,1929,205,177,177
202210,DACIA,4026,106.2,3289,737,,
202210,DS,509,62.3,440,69,292,292
202210,FIAT,5664,79.4,3264,2399,2313,
202210,FORD,11887,115.2,11368,518,5463,2481
202210,HONDA,583,125.6,579,4,578,
202210,HYUNDAI,8166,84.2,5880,2275,3306,1233
202210,JAGUAR,187,147.8,167,20,101,44
202210,JEEP,912,67.9,897,,738,724
202210,KIA,5656,89.1,5075,581,2669,1803
202210,LAND ROVER,939,196.2,939,,783,136
202210,LEXUS,188,116,187,,180,54
202210,LYNK & CO,448,26.7,448,,448,445
202210,MAZDA,3438,108.1,3143,295,2016,681
202210,MERCEDES,21303,118.1,18663,2628,8417,5479
202210,MG ROEWE,2032,19.5,521,1511,360,360
202210,MINI,3176,87.6,2156,1019,273,273
202210,MITSUBISHI,2327,74.4,2324,,1385,1385
202210,NISSAN,2095,112.5,1688,405,1241,
202210,OPEL,9762,96.9,7907,1855,913,913
202210,PEUGEOT,3178,71.3,2078,1100,690,690
202210,POLESTAR,1073,,,1073,,
202210,PORSCHE,2242,187.3,1919,322,371,368
202210,RENAULT,5851,75.2,3446,2405,1440,154
202210,SEAT,8383,97,7243,1140,2923,2744
202210,SKODA,11555,118.2,10457,1098,769,662
202210,SMART,656,,,656,,
202210,SONSTIGE,1790,199.2,1001,254,303,116
202210,SUBARU,225,181.3,220,5,133,
202210,SUZUKI,806,121.7,806,,806,4
202210,TESLA,3185,,,3185,,
202210,TOYOTA,7086,118.1,7026,29,4307,206
202210,VOLVO,3320,76.3,2514,806,2462,1255
202210,VW,41159,119.6,35662,5429,3955,3174
202209,ALFA ROMEO,312,175.9,312,,94,
202209,AUDI,17068,129,14768,2170,9952,2072
202209,BMW,16449,118.6,14266,2121,8819,2912
202209,CITROEN,2843,168.2,2590,251,181,181
202209,DACIA,5119,95.7,3802,1317,,
202209,DS,295,78.1,251,44,122,122
202209,FIAT,5799,95.4,3887,1908,2642,
202209,FORD,11083,118.2,10643,439,5171,2493
202209,HONDA,736,120.6,724,11,724,1
202209,HYUNDAI,9129,79.7,6193,2929,3308,1300
202209,JAGUAR,216,141.2,199,17,125,72
202209,JEEP,703,87.5,694,,556,546
202209,KIA,6125,86.6,5151,974,2790,1671
202209,LAND ROVER,1030,186,1030,,854,199
202209,LEXUS,237,101.1,234,3,232,71
202209,LYNK & CO,312,31.5,312,,312,300
202209,MAZDA,4259,106.6,3876,383,2351,947
202209,MERCEDES,20065,114.8,17718,2331,8880,5625
202209,MG ROEWE,1760,17.4,343,1417,191,191
202209,MINI,3127,93.9,2219,908,209,209
202209,MITSUBISHI,2110,71.6,2110,,1346,1346
202209,NISSAN,2045,115.8,1705,339,1154,
202209,OPEL,11176,104.1,9527,1649,677,677
202209,PEUGEOT,3196,93.9,2405,791,487,487
202209,POLESTAR,667,,,667,,
202209,PORSCHE,2415,196.3,2203,212,463,460
202209,RENAULT,5633,93.3,4146,1487,1646,178
202209,SEAT,8446,109.1,7193,1253,2118,1941
202209,SKODA,14631,119,13629,1001,1144,902
202209,SMART,345,,,345,,
202209,SONSTIGE,1835,194,1060,257,320,106
202209,SUBARU,283,185,283,,143,
202209,SUZUKI,1894,119.9,1894,,1893,24
202209,TESLA,13724,,,13724,,
202209,TOYOTA,7020,119.8,6982,25,4377,252
202209,VOLVO,2358,86.1,1843,515,1751,804
202209,VW,40371,125.3,35357,4901,3401,2247
202208,ALFA ROMEO,269,180.9,269,,81,
202208,AUDI,17499,127.1,15152,2225,9667,2235
202208,BMW,15931,118.7,13748,2143,8851,2757
202208,CITROEN,3247,182,3019,226,171,171
202208,DACIA,5627,96.7,4179,1447,,
202208,DS,288,97.2,229,59,41,41
202208,FIAT,4986,110.2,3449,1532,2009,
202208,FORD,10232,118.9,9810,422,4920,2244
202208,HONDA,515,116.6,487,28,480,
202208,HYUNDAI,9307,88.4,7058,1941,3444,1357
202208,JAGUAR,247,148.4,211,36,122,54
202208,JEEP,645,89.1,630,,436,412
202208,KIA,5963,87.6,4937,1026,2462,1471
202208,LAND ROVER,1336,191.2,1335,,1126,210
202208,LEXUS,158,115.1,156,2,130,56
202208,LYNK & CO,433,29,433,,433,409
202208,MAZDA,2511,119.4,2453,58,1450,449
202208,MERCEDES,18300,123.3,16504,1769,7424,4410
202208,MG ROEWE,888,14.3,298,590,298,298
202208,MINI,3303,87.6,2193,1110,179,179
202208,MITSUBISHI,1817,79.5,1814,,948,948
202208,NISSAN,1584,111.9,1257,327,707,
202208,OPEL,10562,101.8,8481,2080,331,331
202208,PEUGEOT,3699,96.8,2632,1067,226,226
202208,POLESTAR,241,0.2,4,237,4,4
202208,PORSCHE,1894,202,1720,173,312,312
202208,RENAULT,3976,83.5,2666,1309,1229,362
202208,SEAT,7753,107.3,6496,1257,1704,1574
202208,SKODA,11634,118.3,10693,940,1000,745
202208,SMART,130,,,130,,
202208,SONSTIGE,1957,215.1,1288,212,237,103
202208,SUBARU,244,185,244,,135,
202208,SUZUKI,997,119.9,997,,997,24
202208,TESLA,5291,,,5291,,
202208,TOYOTA,5871,115,5825,12,3718,220
202208,VOLVO,1799,103.4,1616,183,1505,654
202208,VW,38049,125.5,33803,4174,3058,2463
202207,ALFA ROMEO,291,182.5,291,,98,
202207,AUDI,16260,126.7,13869,2307,8417,1779
202207,BMW,17288,124.1,15391,1829,9314,2779
202207,CITROEN,3783,187,3451,332,189,189
202207,DACIA,5716,102.9,4531,1185,,
202207,DS,322,105.6,287,35,67,67
202207,FIAT,5261,113.4,3083,2176,981,
202207,FORD,7520,133.2,6969,549,2659,653
202207,HONDA,413,120.1,393,20,392,
202207,HYUNDAI,9453,84.7,6847,2587,3381,1279
202207,JAGUAR,372,158.6,305,67,136,36
202207,JEEP,1095,89.2,1086,,719,689
202207,KIA,6653,97.9,6152,501,3406,1948
202207,LAND ROVER,1411,194.2,1411,,1230,228
202207,LEXUS,143,102.7,140,2,132,49
202207,LYNK & CO,512,31.1,512,,512,478
202207,MAZDA,1295,129.4,1283,12,843,54
202207,MERCEDES,16520,144.5,15398,1090,5293,2488
202207,MG ROEWE,668,17.6,273,395,273,273
202207,MINI,3420,95.7,2508,911,226,226
202207,MITSUBISHI,2047,77.7,2047,,1112,1112
202207,NISSAN,1803,126.2,1544,258,799,
202207,OPEL,11985,101.3,9350,2635,76,76
202207,PEUGEOT,3762,82.4,2459,1302,353,353
202207,POLESTAR,194,0.1,1,193,1,1
202207,PORSCHE,2708,190.4,2306,399,389,389
202207,RENAULT,4146,75.7,2461,1685,1111,234
202207,SEAT,9428,111.3,8416,1012,2442,2261
202207,SKODA,13270,125.3,12447,821,855,494
202207,SMART,189,,,189,,
202207,SONSTIGE,5170,128.8,4003,656,1756,1200
202207,SUBARU,232,184.5,231,1,102,
202207,SUZUKI,1934,123.2,1934,,1930,24
202207,TESLA,1184,,,1184,,
202207,TOYOTA,6912,116,6868,8,4404,227
202207,VOLVO,2618,112.6,2507,110,2339,958
202207,VW,39933,125.2,35488,4364,4025,3168
202206,ALFA ROMEO,412,176.2,412,,156,
202206,AUDI,17494,128.2,15465,1969,10101,2484
202206,BMW,19706,126.1,18562,1089,11199,4121
202206,CITROEN,3812,179.3,3269,539,196,196
202206,DACIA,5683,115.5,4993,690,,
202206,DS,230,99.7,220,10,86,86
202206,FIAT,6537,103,3545,2987,965,
202206,FORD,10551,125.4,10088,460,4507,1805
202206,HONDA,662,117.9,618,44,593,
202206,HYUNDAI,8715,86.2,6435,2246,3620,1271
202206,JAGUAR,255,143.3,200,55,99,35
202206,JEEP,1233,81.4,1215,,930,896
202206,KIA,6596,98.4,5834,762,2968,1564
202206,LAND ROVER,1077,195.8,1077,,914,192
202206,LEXUS,235,134.2,232,3,172,50
202206,LYNK & CO,364,32.5,364,,364,346
202206,MAZDA,2355,136.4,2302,53,1367,47
202206,MERCEDES,19398,142.1,17739,1638,6613,2606
202206,MG ROEWE,927,25.6,548,379,546,546
202206,MINI,3176,87.9,2083,1093,101,101
202206,MITSUBISHI,2698,87,2698,,1115,1115
202206,NISSAN,2258,130.6,2051,207,843,
202206,OPEL,13609,104.7,11223,2385,192,190
202206,PEUGEOT,3849,78.8,2558,1290,462,462
202206,POLESTAR,241,0.1,2,239,2,2
202206,PORSCHE,2533,187.3,2128,400,375,375
202206,RENAULT,6891,77.3,4115,2775,1402,282
202206,SEAT,10813,113.1,9925,888,3071,2714
202206,SKODA,12314,121.7,11169,1144,664,525
202206,SMART,597,,,597,,
202206,SONSTIGE,2367,196.9,1552,300,489,193
202206,SUBARU,301,172.1,281,20,128,
202206,SUZUKI,1223,121.1,1223,,1223,18
202206,TESLA,2908,,,2908,,
202206,TOYOTA,6894,113.7,6681,187,3968,274
202206,VOLVO,2188,112.2,2153,34,1995,875
202206,VW,43456,125.6,38531,4843,3937,2832
202205,ALFA ROMEO,226,192.4,226,,,
202205,AUDI,16287,127.5,13902,2323,8601,1966
202205,BMW,17158,122.9,15788,1343,8897,3539
202205,CITROEN,4136,186.2,3521,611,274,274
202205,DACIA,3620,82.9,2294,1326,,
202205,DS,128,76.7,127,1,80,80
202205,FIAT,6833,152.1,4988,1842,1479,
202205,FORD,12153,130.1,11811,334,5270,1960
202205,HONDA,878,110.3,785,93,775,
202205,HYUNDAI,8503,85.3,6007,2469,3225,935
202205,JAGUAR,245,181.5,223,22,95,30
202205,JEEP,1095,86.5,1080,,806,742
202205,KIA,6582,93,5619,962,2802,1630
202205,LAND ROVER,1118,195.7,1118,,893,209
202205,LEXUS,136,130.4,134,2,126,18
202205,LYNK & CO,218,42.9,218,,218,190
202205,MAZDA,1950,131.9,1868,82,1230,
202205,MERCEDES,18008,141.3,16097,1881,6207,2041
202205,MG ROEWE,818,26.8,508,310,508,508
202205,MINI,3473,95.8,2502,970,181,181
202205,MITSUBISHI,2852,92.3,2852,,1002,1002
202205,NISSAN,2457,123.8,2127,329,1014,
202205,OPEL,13057,104.3,10815,2242,397,397
202205,PEUGEOT,3183,77.8,2100,1083,446,446
202205,POLESTAR,460,0.2,6,454,6,6
202205,PORSCHE,2485,195,2057,418,208,208
202205,RENAULT,5979,89.1,4145,1831,1305,370
202205,SEAT,9510,109.9,8672,837,2975,2382
202205,SKODA,10645,111.7,9471,1173,1158,1066
202205,SMART,1275,,,1275,,
202205,SONSTIGE,2182,213.8,1520,230,379,162
202205,SUBARU,230,183.9,229,1,122,
202205,SUZUKI,953,121.5,953,,953,20
202205,TESLA,293,,,293,,
202205,TOYOTA,6516,117.5,6499,5,4442,318
202205,VOLVO,2775,101.8,2713,61,2413,1265
202205,VW,38782,129.3,34308,4379,2172,1264
202204,ALFA ROMEO,219,193.6,219,,,
202204,AUDI,14286,131.8,12445,1705,7740,1583
202204,BMW,16527,116.5,14443,2001,8217,3312
202204,CITROEN,3450,187.4,2988,458,258,257
202204,DACIA,2896,107.7,2396,499,,
202204,DS,147,89.7,138,9,67,67
202204,FIAT,6390,158.1,4561,1828,1064,
202204,FORD,10024,128.8,9682,338,4063,1677
202204,HONDA,719,103.3,607,112,594,
202204,HYUNDAI,7324,91,5593,1710,2914,737
202204,JAGUAR,302,160.5,269,33,146,57
202204,JEEP,1285,98.5,1272,,860,806
202204,KIA,6882,98,5784,1097,2514,1309
202204,LAND ROVER,1200,195.1,1200,,977,256
202204,LEXUS,201,121.3,200,1,180,56
202204,LYNK & CO,435,45.4,435,,435,370
202204,MAZDA,2085,128.7,2029,56,1554,24
202204,MERCEDES,16471,136.3,14658,1797,6579,2530
202204,MG ROEWE,1065,22.4,557,508,557,557
202204,MINI,2148,111,1767,381,121,121
202204,MITSUBISHI,3592,77.3,3592,,2036,2036
202204,NISSAN,2296,126.8,2017,279,1131,
202204,OPEL,9560,111.3,8463,1097,462,462
202204,PEUGEOT,3014,83.5,2099,915,453,453
202204,POLESTAR,467,0.1,2,465,2,2
202204,PORSCHE,2093,206.9,1818,273,143,143
202204,RENAULT,5387,100.4,4173,1211,1381,371
202204,SEAT,6674,128,6426,248,1530,1183
202204,SKODA,9047,117.6,8015,1031,506,425
202204,SMART,1316,,,1316,,
202204,SONSTIGE,2101,207.9,1432,244,415,180
202204,SUBARU,325,185.1,325,,163,
202204,SUZUKI,831,121.4,831,,831,12
202204,TESLA,650,,,650,,
202204,TOYOTA,6448,113.9,6406,10,4700,321
202204,VOLVO,2534,98.6,2432,102,2285,1181
202204,VW,29873,135.3,28009,1801,1908,1209
202203,ALFA ROMEO,213,200.8,213,,,
202203,AUDI,21752,132.4,19469,2175,12975,2688
202203,BMW,19804,116,16978,2719,10692,3610
202203,CITROEN,3832,181.5,3307,522,138,138
202203,DACIA,4530,117.9,4144,386,,
202203,DS,167,86.1,147,20,82,82
202203,FIAT,8055,151.6,6063,1991,2084,
202203,FORD,12942,131.3,12508,423,5221,2002
202203,HONDA,852,117.1,798,53,670,
202203,HYUNDAI,9529,86.1,6895,2623,3210,968
202203,JAGUAR,353,160.2,321,32,168,62
202203,JEEP,1392,123.8,1375,,766,473
202203,KIA,6838,99.8,5767,1071,2196,1116
202203,LAND ROVER,940,191.5,940,,762,236
202203,LEXUS,358,126.9,357,1,342,59
202203,LYNK & CO,94,74.4,94,,94,60
202203,MAZDA,5084,136.6,4963,121,2766,
202203,MERCEDES,20360,134.2,18981,1362,9386,4605
202203,MG ROEWE,542,29.7,373,169,373,373
202203,MINI,3815,97.5,2759,1050,98,98
202203,MITSUBISHI,3315,87.9,3315,,1372,1372
202203,NISSAN,2864,112.3,2260,604,1338,
202203,OPEL,11808,115.4,10719,1087,431,431
202203,PEUGEOT,3747,84.8,2774,973,859,859
202203,POLESTAR,571,0.2,6,565,6,6
202203,PORSCHE,2948,205.2,2569,365,272,271
202203,RENAULT,8074,93.5,5819,2255,1583,407
202203,SEAT,11188,121.7,10919,269,2811,2266
202203,SKODA,12249,122.7,11217,1031,680,555
202203,SMART,1794,,,1794,,
202203,SONSTIGE,2490,214,1792,229,375,133
202203,SUBARU,585,182.9,585,,267,
202203,SUZUKI,1543,122.2,1543,,1543,19
202203,TESLA,8045,,,8045,,
202203,TOYOTA,7028,113.8,6994,7,5792,399
202203,VOLVO,3086,98.2,2803,282,2548,1237
202203,VW,38543,134.9,36236,2250,3813,2763
202202,ALFA ROMEO,186,191.3,182,,2,
202202,AUDI,16381,134.3,14765,1481,10466,1864
202202,BMW,15619,115,13882,1698,8778,3297
202202,CITROEN,2442,169.3,2120,321,110,110
202202,DACIA,4039,121.1,3853,186,,
202202,DS,207,104.2,199,8,77,77
202202,FIAT,5804,149.3,4407,1392,1711,
202202,FORD,9167,131.4,8854,309,3940,1130
202202,HONDA,607,115.5,562,45,542,
202202,HYUNDAI,7373,79.6,4954,2407,2503,822
202202,JAGUAR,329,175.1,301,28,123,27
202202,JEEP,1065,118.8,1052,,562,542
202202,KIA,5217,102.2,4303,914,1367,700
202202,LAND ROVER,557,183.5,556,,463,156
202202,LEXUS,206,119.4,205,1,191,46
202202,LYNK & CO,165,31,161,4,161,156
202202,MAZDA,1925,139.8,1831,94,788,
202202,MERCEDES,18512,125.7,16857,1652,8670,4563
202202,MG ROEWE,650,32.4,490,160,490,490
202202,MINI,3733,100.8,2874,855,202,202
202202,MITSUBISHI,2916,93.2,2916,,980,980
202202,NISSAN,1896,117.4,1550,346,783,
202202,OPEL,11698,110.2,10155,1542,325,325
202202,PEUGEOT,3500,81.7,2646,854,751,751
202202,POLESTAR,364,,1,363,1,1
202202,PORSCHE,1885,199.9,1589,290,203,201
202202,RENAULT,6074,93,4300,1774,1296,192
202202,SEAT,9060,123.4,8970,90,2073,1539
202202,SKODA,12739,123.6,11914,825,873,601
202202,SMART,1313,,,1313,,
202202,SONSTIGE,1849,194.2,1239,262,258,91
202202,SUBARU,385,184.9,385,,205,
202202,SUZUKI,756,120.8,756,,756,9
202202,TESLA,5944,,,5944,,
202202,TOYOTA,5875,117.2,5845,3,4462,379
202202,VOLVO,3185,116.3,2899,286,2565,855
202202,VW,36889,133.2,33963,2859,2796,1477
202201,ALFA ROMEO,232,194.3,232,,,
202201,AUDI,14903,133.6,13261,1517,8941,1929
202201,BMW,14822,122.1,13483,1298,8060,2754
202201,CITROEN,2064,165.9,1836,227,65,65
202201,DACIA,3991,111.3,3490,501,,
202201,DS,167,89.2,150,16,67,66
202201,FIAT,4111,143.8,2850,1261,896,
202201,FORD,7904,133.2,7595,306,3641,859
202201,HONDA,545,107.5,464,81,419,
202201,HYUNDAI,6529,85.4,4466,2048,2342,466
202201,JAGUAR,179,182,160,19,57,9
202201,JEEP,1156,113.1,1147,,673,670
202201,KIA,4251,107.8,3585,666,1267,515
202201,LAND ROVER,623,173,623,,537,208
202201,LEXUS,223,140.8,221,2,191,32
202201,LYNK & CO,208,33.5,208,,208,197
202201,MAZDA,2540,130.7,2356,184,1401,
202201,MERCEDES,18730,131.7,17630,1099,9115,4178
202201,MG ROEWE,179,24.2,101,78,101,101
202201,MINI,3488,101.9,2745,728,256,256
202201,MITSUBISHI,2234,93.7,2234,,758,758
202201,NISSAN,1336,117.8,1096,240,538,
202201,OPEL,11175,106,9421,1753,325,325
202201,PEUGEOT,3864,78.6,2786,1078,740,740
202201,POLESTAR,174,0.1,2,172,2,2
202201,PORSCHE,2563,206.6,2233,325,253,235
202201,RENAULT,5587,92.1,3955,1631,1377,274
202201,SEAT,9135,133.8,9027,108,1282,809
202201,SKODA,12218,121.1,11470,746,1197,748
202201,SMART,1192,,,1192,,
202201,SONSTIGE,1634,199.3,1104,226,134,70
202201,SUBARU,321,185.2,321,,168,
202201,SUZUKI,852,121.6,852,,841,
202201,TESLA,419,,,419,,
202201,TOYOTA,5094,119.4,5037,38,3700,226
202201,VOLVO,2876,103.3,2698,178,2372,1189
202201,VW,36593,136.9,33785,2755,2202,1219
202112,ALFA ROMEO,184,198.4,184,,,
202112,AUDI,14248,109.8,11865,2312,8023,3410
202112,BMW,16842,109.7,14288,2506,8157,3461
202112,CITROEN,2390,148.2,2139,251,90,90
202112,DACIA,5556,85.4,3714,1842,,
202112,DS,190,82,150,40,53,53
202112,FIAT,5918,125.2,4225,1692,1946,
202112,FORD,8949,125.4,8523,424,4386,1848
202112,HONDA,664,114.7,577,87,438,
202112,HYUNDAI,8928,86.4,6316,2580,3833,844
202112,JAGUAR,267,156,243,24,131,48
202112,JEEP,1459,123.4,1449,,861,861
202112,KIA,4863,100.3,4070,792,1279,842
202112,LAND ROVER,819,164,817,,750,313
202112,LEXUS,353,117.6,283,69,246,
202112,MAZDA,2277,123.1,1978,299,1287,
202112,MERCEDES,21047,115.5,19437,1601,10267,6696
202112,MINI,3978,81,2519,1452,260,260
202112,MITSUBISHI,3525,87,3525,,1695,1695
202112,NISSAN,1911,56.8,756,1155,325,
202112,OPEL,14768,105.8,12435,2333,272,272
202112,PEUGEOT,4620,61.8,2773,1847,1021,1021
202112,POLESTAR,469,0.1,2,467,2,2
202112,PORSCHE,3759,143.8,2915,841,1122,1067
202112,RENAULT,12403,56.3,5895,6508,2134,873
202112,SEAT,6874,121,6480,394,1409,1008
202112,SKODA,13981,116.9,12828,1153,1471,1108
202112,SMART,2213,,,2213,,
202112,SONSTIGE,3248,103.9,2470,359,1720,1306
202112,SSANGYONG,106,169.2,103,3,,
202112,SUBARU,342,185,342,,161,
202112,SUZUKI,4016,125.6,4016,,4014,45
202112,TESLA,6662,,,6662,,
202112,TOYOTA,6119,111.4,6038,63,4362,632
202112,VOLVO,5011,87.4,4774,237,4516,3117
202112,VW,38671,113.1,30364,8230,2707,1880
202111,ALFA ROMEO,259,188.9,258,,,
202111,AUDI,10548,109.2,8541,1864,5481,2154
202111,BMW,16738,119,14970,1710,8245,3187
202111,CITROEN,2357,156.4,2118,238,106,106
202111,DACIA,3807,108,3150,657,,
202111,DS,148,77.6,124,24,59,59
202111,FIAT,6294,149.8,4967,1324,2256,
202111,FORD,8791,129.7,8394,395,3365,1445
202111,HONDA,702,84.1,474,228,408,1
202111,HYUNDAI,9823,80.8,6785,3016,4067,1155
202111,JAGUAR,260,138.6,209,51,148,46
202111,JEEP,1145,134.7,1133,,486,483
202111,KIA,5594,96.9,4646,948,1590,1034
202111,LAND ROVER,798,176.4,798,,731,246
202111,LEXUS,201,155.6,195,6,158,
202111,MAZDA,2421,117.5,2014,407,1450,
202111,MERCEDES,20586,113.3,18949,1629,9936,6578
202111,MINI,3973,84.7,2621,1349,276,276
202111,MITSUBISHI,3429,96.9,3429,,1133,1133
202111,NISSAN,1517,82.5,890,627,346,
202111,OPEL,13063,105.6,10964,2099,185,185
202111,PEUGEOT,4027,63.2,2346,1681,688,688
202111,POLESTAR,234,0.1,1,233,1,1
202111,PORSCHE,2460,155.7,1913,545,589,589
202111,RENAULT,10516,58.7,5158,5358,1833,673
202111,SEAT,5685,116,5361,320,1434,1123
202111,SKODA,11467,110.3,10036,1431,1511,1165
202111,SMART,2677,,,2676,,
202111,SONSTIGE,2670,120.9,1576,514,945,756
202111,SSANGYONG,85,181.4,85,,,
202111,SUBARU,454,185.1,454,,233,
202111,SUZUKI,1913,124.1,1913,,1912,19
202111,TESLA,5613,,,5613,,
202111,TOYOTA,5132,114.2,5109,5,3619,348
202111,VOLVO,3310,96.2,3160,150,2933,1839
202111,VW,29561,113.5,24306,5172,3127,2610
202110,ALFA ROMEO,238,194.3,238,,,
202110,AUDI,8842,112.8,7328,1400,4876,1834
202110,BMW,17452,122.5,15689,1715,8522,2998
202110,CITROEN,2430,166,2205,224,50,50
202110,DACIA,3103,112.7,2682,421,,
202110,DS,184,96.6,169,15,64,64
202110,FIAT,5394,182.8,4133,1258,1039,
202110,FORD,9968,130,9754,209,3687,1467
202110,HONDA,817,78.4,504,312,428,
202110,HYUNDAI,8096,84.5,5853,2231,3372,1123
202110,JAGUAR,185,131.8,135,50,84,14
202110,JEEP,1182,148.8,1171,,344,343
202110,KIA,5898,90,4540,1355,1504,1012
202110,LAND ROVER,865,178.4,864,,793,255
202110,LEXUS,373,142.3,368,5,351,2
202110,MAZDA,2542,123.5,2170,371,1308,
202110,MERCEDES,17978,114.1,16435,1542,7592,5893
202110,MINI,2977,85.9,2017,956,237,237
202110,MITSUBISHI,3635,104.3,3635,,788,788
202110,NISSAN,1550,105.1,1125,425,447,
202110,OPEL,12204,107.2,10469,1735,436,436
202110,PEUGEOT,4261,84.5,2957,1304,446,446
202110,POLESTAR,325,,,325,,
202110,PORSCHE,2688,174.3,2113,574,326,326
202110,RENAULT,7354,79.6,4516,2838,1385,301
202110,SEAT,5109,114.3,4956,150,1399,1214
202110,SKODA,7661,94.8,5827,1833,733,610
202110,SMART,2758,,,2758,,
202110,SONSTIGE,2303,115.2,1149,685,508,369
202110,SSANGYONG,137,182.6,137,,,
202110,SUBARU,435,185.4,435,,235,
202110,SUZUKI,1450,129.4,1450,,1450,10
202110,TESLA,1469,,,1469,,
202110,TOYOTA,4855,118.6,4825,2,3150,276
202110,VOLVO,3754,107.8,3654,100,3405,1845
202110,VW,28211,118.9,23851,4298,2368,1821
202109,ALFA ROMEO,214,188,214,,,
202109,AUDI,9934,117.8,8404,1457,5313,2035
202109,BMW,16487,124.9,15033,1408,8452,3008
202109,CITROEN,2783,174,2650,133,71,71
202109,DACIA,2978,129.7,2947,31,,
202109,DS,179,89.5,165,14,81,81
202109,FIAT,6205,174,5111,1091,1871,
202109,FORD,9104,127.9,8743,353,3539,1012
202109,HONDA,955,107.3,805,147,649,
202109,HYUNDAI,10359,93.8,7871,2469,4054,1033
202109,JAGUAR,209,145.6,176,33,108,28
202109,JEEP,1052,121.5,1045,,548,547
202109,KIA,6315,98.3,5285,1030,2052,1138
202109,LAND ROVER,696,185.9,696,,621,177
202109,LEXUS,400,149.2,395,4,367,4
202109,MAZDA,4417,128.1,3940,477,2289,
202109,MERCEDES,13734,125,12873,857,5912,4514
